  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.480117                         0                                  0                           1.06564                                     0.777761                 -100                          -100                           122                                     62
              0.622067                         0                                  0                           1.22875                                     0.921728                 -100                          -100                            98                                     48
              0.346859                         0                                  0                           1.22864                                     0.678905                 -100                          -100                           254                                     96
              0.282228                         0                                  0                           1.03504                                     0.789894                 -100                          -100                           267                                    180
              0.316204                         0                                  0                           1.25218                                     0.617099                 -100                          -100                           296                                     95
              0.620852                         0                                  0                           1.05284                                     0.659981                 -100                          -100                            70                                      6
              0.330243                         0                                  0                           1.02437                                     0.660002                 -100                          -100                           210                                    100
              0.634793                         0                                  0                           1.23051                                     0.919194                 -100                          -100                            94                                     45
              0.322809                         0                                  0                           1.00686                                     0.836862                 -100                          -100                           212                                    159
              0.335761                         0                                  0                           1.22959                                     0.921344                 -100                          -100                           266                                    174
              0.297829                         0                                  0                           1.26745                                     0.669478                 -100                          -100                           326                                    125
              0.497616                         0                                  0                           1.31559                                     0.685462                 -100                          -100                           164                                     38
              0.581924                         0                                  0                           1.02643                                     0.817352                 -100                          -100                            76                                     40
              0.351127                         0                                  0                           0.998926                                    0.844282                 -100                          -100                           184                                    140
              0.315666                         0                                  0                           1.02292                                     0.82018                  -100                          -100                           224                                    160
              0.350117                         0                                  0                           1.22936                                     0.921582                 -100                          -100                           251                                    163
              0.315193                         0                                  0                           1.25903                                     0.644012                 -100                          -100                           299                                    104
              0.30866                          0                                  0                           1.2283                                      0.922242                 -100                          -100                           298                                    199
              0.280927                         0                                  0                           1.03436                                     0.843391                 -100                          -100                           268                                    200
              0.27539                          0                                  0                           1.07323                                     0.825265                 -100                          -100                           290                                    200
              0.342879                         0                                  0                           1.22776                                     0.827523                 -100                          -100                           258                                    141
              0.343569                         0                                  0                           1.04725                                     0.87685                  -100                          -100                           205                                    155
              0.588402                         0                                  0                           1.02827                                     0.649007                 -100                          -100                            75                                     10
              0.508289                         0                                  0                           1.05032                                     0.79438                  -100                          -100                           107                                     56
              0.332113                         0                                  0                           1.00928                                     0.833665                 -100                          -100                           204                                    151
              0.335204                         0                                  0                           1.11914                                     0.663838                 -100                          -100                           234                                     98
              0.466528                         0                                  0                           0.972352                                    0.651191                 -100                          -100                           108                                     40
              0.354872                         0                                  0                           1.13451                                     0.9218                   -100                          -100                           220                                    160
              0.327785                         0                                  0                           1.22947                                     0.921589                 -100                          -100                           275                                    181
              0.347206                         0                                  0                           1.22838                                     0.921455                 -100                          -100                           254                                    165
              0.327593                         0                                  0                           1.15756                                     0.671415                 -100                          -100                           253                                    105
              0.348455                         0                                  0                           0.991734                                    0.657981                 -100                          -100                           185                                     89
              0.283903                         0                                  0                           1.17381                                     0.659373                 -100                          -100                           313                                    132
              0.301339                         0                                  0                           1.22805                                     0.81865                  -100                          -100                           308                                    172
              0.343551                         0                                  0                           1.22756                                     0.920943                 -100                          -100                           257                                    168
              0.300486                         0                                  0                           1.28112                                     0.702339                 -100                          -100                           326                                    134
              0.542194                         0                                  0                           1.18084                                     0.968787                 -100                          -100                           118                                     79
              0.346556                         0                                  0                           1.22907                                     0.922025                 -100                          -100                           255                                    166
              0.296423                         0                                  0                           1.03539                                     0.84452                  -100                          -100                           249                                    185
              0.340979                         0                                  0                           1.2293                                      0.654009                 -100                          -100                           261                                     92
              0.301674                         0                                  0                           1.17701                                     0.95195                  -100                          -100                           290                                    216
              0.333867                         0                                  0                           1.04706                                     0.626929                 -100                          -100                           214                                     88
              0.347353                         0                                  0                           1.05496                                     0.958627                 -100                          -100                           204                                    176
              0.44282                          0                                  0                           0.973087                                    0.657361                 -100                          -100                           120                                     48
              0.288014                         0                                  0                           1.05437                                     1.63392                  -100                          -100                           266                                    467
              0.614176                         0                                  0                           1.01795                                     0.824665                 -100                          -100                            66                                     34
              0.344205                         0                                  0                           1.22743                                     0.921767                 -100                          -100                           257                                    168
              0.598567                         0                                  0                           0.96622                                     0.67783                  -100                          -100                            61                                     13
              0.549287                         0                                  0                           1.22926                                     0.921501                 -100                          -100                           124                                     68
              0.341094                         0                                  0                           0.916695                                    0.927174                 -100                          -100                           169                                    172
              0.563624                         0                                  0                           1.22841                                     1.02382                  -100                          -100                           118                                     82
