  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.662579                         0                                  0                           0.934206                                    0.902909                 -100                          -100                            41                                     36
              0.416629                         0                                  0                           0.930549                                    0.91126                  -100                          -100                           123                                    119
              0.502499                         0                                  0                           0.921857                                    0.921161                 -100                          -100                            83                                     83
              0.626675                         0                                  0                           0.92189                                     0.920823                 -100                          -100                            47                                     47
              0.636902                         0                                  0                           1.22858                                     1.22953                  -100                          -100                            93                                     93
              0.636882                         0                                  0                           0.921778                                    1.02793                  -100                          -100                            45                                     61
              0.718576                         0                                  0                           1.22605                                     0.921365                 -100                          -100                            71                                     28
              0.614283                         0                                  0                           0.92176                                     0.920968                 -100                          -100                            50                                     50
              0.613409                         0                                  0                           0.921656                                    0.921659                 -100                          -100                            50                                     50
              0.663513                         0                                  0                           1.22829                                     0.921584                 -100                          -100                            85                                     39
              0.624131                         0                                  0                           1.03055                                     1.11989                  -100                          -100                            65                                     79
              0.663621                         0                                  0                           0.922413                                    0.921098                 -100                          -100                            39                                     39
              0.638077                         0                                  0                           1.22894                                     1.2288                   -100                          -100                            93                                     93
