  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.348064                  1.11709                             1.70428                           1.33212                                     0.8193                    221                           390                           283                                    135
              0.427592                  1.22907                             1.61909                           1.45282                                     0.92165                   187                           279                           240                                    116
              0.429744                  1.22886                             1.53618                           1.22931                                     0.921263                  186                           257                           186                                    114
              0.348127                  0.928436                            1.46608                           1.41591                                     0.719729                  167                           321                           307                                    107
              0.657462                  1.00565                             1.68216                           1.30646                                     0.818909                   53                           156                            99                                     25
              0.494892                  1.22868                             1.72655                           1.34568                                     0.921936                  148                           249                           172                                     86
              0.423768                  1.53456                             1.93124                           1.44799                                     0.910497                  262                           356                           242                                    115
              0.326644                  1.05622                             1.84411                           0.963772                                    0.720938                  223                           465                           195                                    121
              0.300145                  1.20843                             1.77713                           1.06177                                     0.84605                   303                           492                           254                                    182
              0.440269                  1.22938                             1.89171                           1.18038                                     0.921093                  179                           330                           168                                    109
              0.520335                  1.22876                             1.84349                           1.22841                                     0.921636                  136                           254                           136                                     77
              0.449424                  1.22878                             1.84353                           1.1844                                      0.965606                  173                           310                           164                                    115
              0.451783                  0.931623                            1.83341                           1.18336                                     0.868694                  106                           306                           162                                     92
              0.297105                  1.02635                             1.68392                           1.73137                                     0.7297                    245                           467                           483                                    146
              0.307076                  1.03686                             1.78675                           1.14743                                     0.662096                  238                           482                           274                                    116
              0.525389                  0.922993                            1.5965                            1.10529                                     0.694335                   76                           204                           110                                     32
              0.308375                  0.91                                1.60521                           1.09937                                     0.733789                  195                           421                           257                                    138
              0.40922                   1.09019                             1.75113                           1.15229                                     0.921741                  166                           328                           182                                    125
              0.415848                  1.2292                              1.8429                            1.22895                                     0.921697                  196                           343                           196                                    122
              0.448159                  1.22894                             1.8432                            1.22895                                     0.92177                   174                           311                           174                                    106
              0.484273                  1.22887                             1.76309                           1.30917                                     0.921901                  154                           264                           170                                     90
              0.331457                  1.0989                              1.87453                           1.84192                                     0.921624                  232                           466                           456                                    178
              0.681124                  1.53561                             1.84361                           1.53643                                     0.922479                  125                           171                           126                                     35
              0.459065                  1.10705                             2.00157                           1.19235                                     0.921245                  141                           336                           160                                    101
              0.321342                  1.35936                             1.8546                            1.4284                                      1.01695                   323                           477                           345                                    216
              0.339624                  1.45607                             2.03845                           1.22976                                     0.920571                  329                           500                           262                                    171
              0.365601                  1.53657                             2.15011                           1.53593                                     0.922677                  320                           488                           320                                    152
              0.445849                  1.22855                             1.61219                           1.15227                                     0.913511                  176                           262                           158                                    105
              0.451805                  1.22864                             2.15215                           1.18207                                     0.967108                  172                           376                           162                                    114
              0.42474                   1.22856                             1.84363                           1.84262                                     0.921853                  189                           334                           334                                    117
              0.36466                   1.22855                             1.84323                           1.05253                                     0.790829                  237                           405                           189                                    117
              0.444413                  1.22877                             1.84266                           1.10014                                     1.0508                    176                           315                           148                                    136
              0.306293                  0.97653                             1.91808                           1.53584                                     0.921861                  219                           526                           401                                    201
              0.454909                  1.22838                             1.84395                           1.22892                                     3.99284                   170                           305                           170                                    778
              0.674644                  1.22916                             1.84411                           1.01128                                     0.83052                    82                           173                            50                                     23
              0.396148                  1.23012                             1.73231                           1.1377                                      0.815194                  211                           337                           187                                    106
              0.356711                  1.22671                             1.90969                           1.5356                                      0.648354                  244                           435                           330                                     82
              0.427485                  1.05488                             2.01736                           1.53575                                     0.921711                  147                           372                           259                                    116
              0.402098                  1.22914                             1.84317                           1.2292                                      0.921221                  206                           358                           206                                    129
              0.441711                  1.22918                             1.84311                           1.22937                                     0.679136                  178                           317                           178                                     54
              0.333955                  0.979592                            1.837                             1.04286                                     0.752866                  193                           450                           212                                    125
              0.360651                  1.36736                             1.84331                           1.22832                                     0.760721                  279                           411                           241                                    111
              0.605087                  1.05923                             1.70063                           1.22909                                     0.9214                     75                           181                           103                                     52
              0.453543                  0.905727                            1.5889                            1.11427                                     0.999577                  100                           250                           146                                    120
              0.419544                  0.993163                            1.77185                           1.12631                                     1.02431                   137                           322                           168                                    144
              0.437587                  1.22905                             1.84277                           1.05746                                     0.786087                  181                           321                           142                                     80
              0.309009                  1.06804                             1.84333                           1.22891                                     0.72372                   246                           497                           298                                    134
              0.32134                   1.22974                             1.84271                           1.2287                                      0.922208                  283                           473                           282                                    187
              0.383854                  1.23038                             1.84234                           1.22791                                     0.731787                  221                           380                           220                                     91
              0.61767                   1.2293                              1.84292                           1.22913                                     0.861729                   99                           198                            99                                     40
              0.442618                  1.2293                              2.15027                           1.22839                                     0.834649                  178                           386                           178                                     89
              0.536875                  1.53582                             1.84338                           1.22922                                     0.921252                  186                           243                           129                                     72
              0.346275                  0.950457                            1.81462                           1.42953                                     0.694914                  174                           424                           313                                    101
              0.39109                   1.33358                             1.84287                           1.22892                                     0.921686                  241                           371                           214                                    136
              0.465306                  1.22923                             1.84303                           1.2292                                      0.92153                   164                           296                           164                                     98
              0.330138                  1.32036                             1.84271                           1.2294                                      0.921352                  300                           458                           272                                    179
              0.451216                  1.22899                             1.84313                           1.22901                                     0.767194                  172                           308                           172                                     70
              0.371186                  1.15782                             1.76178                           1.31044                                     0.921423                  212                           375                           253                                    148
              0.380108                  1.2287                              1.84339                           1.22855                                     0.921254                  223                           385                           223                                    142
              0.414318                  1.22858                             2.15045                           1.22883                                     0.921697                  197                           419                           197                                    122
              0.466937                  1.22876                             1.84362                           1.22924                                     0.921291                  163                           295                           163                                     97
              0.441052                  1.22904                             1.8435                            0.994459                                    0.634238                  179                           318                           125                                     44
              0.645749                  1.2291                              1.84296                           1.29707                                     0.644245                   90                           185                           101                                     -0
              0.319157                  1.2428                              1.84338                           0.994042                                    0.848421                  289                           478                           211                                    166
              0.767392                  1.22898                             1.84349                           1.22879                                     0.921591                   60                           140                            60                                     20
              0.442694                  1.22871                             2.15081                           1.35955                                     0.790673                  178                           386                           207                                     79
              0.462324                  0.985694                            1.70769                           1.04217                                     0.872933                  113                           269                           125                                     89
              0.332668                  1.36154                             2.14921                           1.5365                                      0.921558                  309                           546                           362                                    177
              0.313393                  1.22956                             1.84307                           1.53613                                     0.921608                  292                           488                           390                                    194
              0.421251                  1.22886                             1.84311                           1.53585                                     0.921629                  192                           338                           265                                    119
              0.317683                  1.25844                             1.88448                           1.22912                                     0.921269                  296                           493                           287                                    190
              0.486479                  0.980982                            2.09113                           1.53632                                     0.878607                  102                           330                           216                                     81
              0.332953                  1.14399                             1.74184                           1.19155                                     0.673978                  244                           423                           258                                    102
              0.508091                  1.23245                             1.84468                           1.53439                                     0.92164                   143                           263                           202                                     81
              0.442187                  1.07545                             1.78943                           1.12903                                     0.820811                  143                           305                           155                                     86
              0.532512                  1.53641                             2.15027                           1.22834                                     0.922068                  189                           304                           131                                     73
              0.680453                  1.23004                             2.14953                           1.25929                                     0.891399                   81                           216                            85                                     31
              0.404262                  1.08914                             1.74476                           1.22977                                     0.921233                  169                           332                           204                                    128
              0.315128                  0.926846                            2.01185                           1.22849                                     0.921645                  194                           538                           290                                    192
              0.469461                  1.22908                             2.14997                           1.22949                                     0.665893                  162                           358                           162                                     42
              0.369046                  1.2287                              1.84302                           1.53706                                     0.920876                  233                           399                           316                                    150
              0.449923                  1.22943                             1.7883                            1.28322                                     0.922105                  173                           297                           185                                    105
              0.340762                  1.14605                             1.83787                           1.3091                                      0.921454                  236                           439                           284                                    170
              0.475936                  1.22933                             1.62961                           1.13494                                     0.921408                  158                           242                           138                                     94
              0.428162                  1.01258                             1.75234                           1.22873                                     0.66916                   136                           309                           187                                     56
              0.414086                  1.22887                             1.84327                           1.20202                                     0.705189                  197                           345                           190                                     70
              0.335172                  0.974546                            1.84298                           1.22915                                     0.704818                  191                           450                           267                                    110
              0.361743                  1.22898                             1.84362                           1.23175                                     0.918254                  240                           410                           241                                    154
              0.334868                  1.22878                             1.84385                           1.53594                                     0.644766                  267                           451                           359                                     93
              0.434678                  0.926201                            1.60816                           1.45972                                     0.6883                    113                           270                           236                                     58
              0.298477                  0.997975                            1.76678                           1.29852                                     0.921347                  234                           492                           335                                    209
              0.426495                  0.921667                            1.84385                           1.22816                                     0.922005                  116                           332                           188                                    116
              0.436359                  1.22851                             2.00548                           1.37372                                     0.922918                  182                           360                           215                                    112
              0.449027                  1.22933                             1.62367                           1.44829                                     0.921549                  174                           262                           223                                    105
              0.33817                   1.19749                             1.84342                           1.22869                                     0.921636                  254                           445                           263                                    173
              0.329574                  1.36295                             1.84368                           1.22826                                     0.921871                  314                           459                           273                                    180
              0.438621                  1.22932                             1.7191                            1.35355                                     0.745119                  180                           292                           209                                     70
              0.325417                  1.28879                             2.11353                           1.22907                                     0.921275                  296                           549                           278                                    183
              0.314581                  1.37686                             1.84336                           1.22869                                     0.922363                  338                           486                           291                                    193
              0.388593                  0.971398                            1.72581                           1.22969                                     0.660944                  150                           344                           216                                     70
              0.412145                  1.22868                             1.84321                           1.22871                                     0.921835                  198                           347                           198                                    124
              0.422782                  1.07519                             1.53694                           1.00902                                     0.679736                  154                           264                           139                                     61
              0.466858                  0.926483                            1.84302                           1.33424                                     0.76021                    98                           295                           186                                     63
              0.492716                  1.2295                              1.72789                           1.34379                                     0.921349                  150                           251                           173                                     87
              0.351772                  1.22779                             1.84254                           1.22883                                     0.922257                  249                           424                           249                                    162
              0.422731                  1.22915                             1.67573                           1.39624                                     0.921742                  191                           296                           230                                    118
              0.459351                  0.943735                            1.76949                           1.01064                                     0.860295                  105                           285                           120                                     87
              0.445704                  1.22926                             1.54953                           1.21496                                     0.922355                  176                           248                           173                                    107
              0.42271                   1.22873                             1.53615                           1.22925                                     0.764875                  191                           263                           191                                     81
              0.602464                  1.2293                              1.53534                           1.22924                                     0.92145                   104                           155                           104                                     53
              0.52454                   1.03303                             1.84332                           1.22875                                     0.645013                   97                           251                           134                                     23
              0.49224                   1.00786                             1.62568                           1.139                                       0.682333                  105                           230                           131                                     39
              0.379726                  0.921389                            1.73316                           1.12432                                     0.652757                  143                           356                           196                                     72
              0.344624                  1.20914                             1.84352                           1.22882                                     0.92192                   251                           435                           257                                    168
              0.459253                  1.22932                             1.83435                           1.01807                                     0.642595                  168                           299                           122                                     40
              0.342753                  1.24023                             1.57847                           1.18562                                     0.922411                  262                           361                           246                                    169
              0.435007                  1.53635                             1.68854                           1.38256                                     0.922467                  253                           288                           218                                    112
              0.427968                  1.22942                             1.84274                           1.22895                                     0.921692                  187                           331                           187                                    115
              0.4623                    1.22876                             1.84343                           1.84455                                     0.650307                  166                           299                           299                                     41
              0.354686                  1.22952                             1.53539                           1.58222                                     0.6693                    247                           333                           346                                     89
              0.367632                  1.08699                             1.62686                           1.78252                                     0.661814                  196                           343                           385                                     80
              0.383969                  1.22876                             1.48202                           1.15143                                     0.746003                  220                           286                           200                                     94
              0.313306                  1.02573                             1.84305                           1.53585                                     0.668171                  227                           488                           390                                    113
              0.390802                  1.23091                             1.56647                           1.19859                                     0.921709                  215                           301                           207                                    136
              0.459247                  1.22897                             1.66077                           1.41163                                     0.654043                  168                           262                           207                                     42
              0.312694                  0.914196                            1.92742                           1.03144                                     0.857324                  192                           516                           230                                    174
              0.447182                  1.14494                             1.92714                           1.22878                                     0.830997                  156                           331                           175                                     86
              0.547109                  0.922624                            1.84374                           1.12266                                     0.720004                   69                           237                           105                                     32
              0.418274                  1.30855                             1.57789                           1.72263                                     0.713471                  213                           277                           312                                     71
              0.357288                  1.1599                              1.53623                           1.0433                                      0.693733                  225                           330                           192                                     94
              0.376123                  1.54551                             2.61929                           1.1197                                      0.739044                  311                           596                           198                                     96
              0.367976                  1.22943                             1.8436                            1.38706                                     0.762656                  234                           401                           277                                    107
              0.682187                  1.22885                             1.61903                           1.31004                                     0.759722                   80                           137                            92                                     11
              0.462082                  1.22883                             1.61576                           1.14909                                     0.814356                  166                           250                           149                                     76
              0.317406                  1.17709                             1.84289                           1.22822                                     0.921898                  271                           481                           287                                    190
              0.446001                  0.92182                             1.84361                           1.22834                                     0.653782                  107                           313                           175                                     47
              0.424434                  1.07797                             1.99452                           1.16735                                     0.983599                  154                           370                           175                                    132
              0.479534                  1.22905                             1.84302                           1.22907                                     0.921351                  156                           284                           156                                     92
              0.423765                  1.05565                             1.66884                           1.2691                                      0.670573                  149                           294                           199                                     58
              0.603159                  1.22865                             1.53629                           1.22929                                     0.921681                  104                           155                           104                                     53
              0.421006                  1.22904                             1.84731                           1.07735                                     0.761961                  192                           339                           156                                     81
              0.454057                  0.921931                            1.84291                           1.22913                                     0.921616                  103                           306                           171                                    103
              0.417415                  1.29026                             1.78157                           1.15994                                     0.683674                  209                           327                           178                                     64
              0.439547                  1.22902                             1.71457                           1.10834                                     0.705376                  180                           290                           152                                     60
              0.590775                  0.921564                            1.84359                           1.22869                                     0.697575                   56                           212                           108                                     18
              0.297214                  0.974264                            1.84287                           1.22935                                     0.921383                  228                           520                           314                                    210
              0.450508                  1.22933                             1.53524                           1.22913                                     0.921559                  173                           241                           173                                    105
              0.379127                  1.22919                             1.84259                           1.22945                                     0.920775                  224                           386                           224                                    143
              0.341731                  1.22835                             1.63929                           1.12511                                     0.921852                  259                           380                           229                                    170
              0.350635                  1.22991                             1.84286                           1.22856                                     0.921553                  251                           426                           250                                    163
              0.437019                  1.22888                             1.84345                           1.22872                                     0.92189                   181                           322                           181                                    111
              0.431709                  1.09597                             1.67528                           1.22199                                     0.692329                  154                           288                           183                                     60
              0.36254                   1.03524                             1.64705                           1.53693                                     0.921766                  186                           354                           324                                    154
              0.399083                  1.53636                             3.072                             1.34247                                     1.11487                   285                           670                           236                                    179
              0.623245                  1.52928                             1.96123                           1.41871                                     0.693631                  145                           215                           128                                     11
              0.459894                  1.09761                             1.69763                           1.01861                                     0.970511                  139                           269                           121                                    111
              0.437014                  0.922121                            1.84325                           1.2288                                      0.92155                   111                           322                           181                                    111
              0.430982                  1.22834                             1.84311                           1.22886                                     0.923269                  185                           328                           185                                    114
              0.563415                  1.22884                             1.84345                           1.22856                                     0.921699                  118                           227                           118                                     64
              0.600474                  1.22953                             1.7023                            1.36944                                     0.921065                  105                           183                           128                                     53
