  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.317301                  1.03033                             1.79326                           1.12098                                     0.778547                  225                           465                           253                                    145
              0.368661                  1.53844                             1.84146                           1.23058                                     0.689098                  317                           399                           234                                     87
              0.355321                  1.19448                             2.14958                           1.23025                                     0.919841                  236                           505                           246                                    159
              0.282379                  1.09442                             1.84389                           1.22823                                     0.922259                  288                           553                           335                                    227
              0.342962                  1.10483                             1.70425                           1.57388                                     0.928651                  222                           397                           359                                    171
              0.466304                  1.22836                             1.84363                           1.22878                                     0.921296                  163                           295                           164                                     98
              0.751308                  1.22919                             1.84274                           1.18832                                     0.691502                   64                           145                            58                                     -8
              0.433941                  1.22835                             1.96819                           1.60619                                     1.03395                   183                           354                           270                                    138
              0.605254                  1.22823                             1.48647                           1.58613                                     0.921379                  103                           146                           162                                     52
              0.334216                  0.914714                            1.84326                           1.22886                                     0.921769                  174                           452                           268                                    176
              0.35348                   1.53525                             1.52857                           1.15123                                     0.725808                  334                           332                           226                                    105
              0.44754                   1.06226                             1.6719                            1.26059                                     0.891063                  137                           274                           182                                     99
              0.349993                  1.29359                             1.84297                           1.22871                                     0.710674                  270                           427                           251                                    103
              0.684809                  1.22917                             2.45803                           1.53572                                     0.68519                    79                           259                           124                                      0
              0.543592                  1.15769                             1.75489                           1.22996                                     0.646013                  113                           223                           126                                     19
              0.285352                  1.00725                             1.4771                            1.27397                                     0.935629                  253                           418                           346                                    228
              0.32267                   1.05457                             1.84249                           1.22883                                     0.921587                  227                           471                           281                                    186
              0.443743                  1.22877                             1.75695                           1.1962                                      0.663371                  177                           296                           170                                     49
              0.478808                  1.22836                             1.84351                           1.22901                                     0.726551                  157                           285                           157                                     52
              0.629781                  1.23799                             1.84309                           1.05467                                     0.676479                   97                           193                            67                                      7
              0.375641                  0.976186                            1.68896                           1.22868                                     0.722313                  160                           350                           227                                     92
              0.289053                  0.955104                            1.64777                           1.12567                                     0.922246                  230                           470                           289                                    219
              0.480317                  1.06862                             2.00349                           1.22828                                     0.648857                  122                           317                           156                                     35
              0.422496                  1.22845                             1.79859                           1.27387                                     0.921419                  191                           326                           202                                    118
              0.433719                  1.39552                             1.5932                            1.17313                                     0.695708                  222                           267                           170                                     60
              0.435998                  1.53619                             1.84368                           1.22782                                     0.797055                  252                           323                           182                                     83
              0.607361                  1.53587                             1.84316                           1.22862                                     0.768357                  153                           203                           102                                     27
              0.607699                  1.2293                              1.53594                           1.22895                                     0.71431                   102                           153                           102                                     18
              0.337253                  1.06825                             1.70617                           1.24447                                     0.744319                  217                           406                           269                                    121
              0.337204                  1.22888                             1.45268                           1.00501                                     0.675171                  264                           331                           198                                    100
              0.391812                  1.22886                             1.84365                           1.53631                                     0.921875                  214                           371                           292                                    135
              0.448081                  0.921379                            1.76705                           1.04507                                     0.783315                  106                           294                           133                                     75
              0.317919                  1.12296                             1.75853                           1.21695                                     0.770033                  253                           453                           283                                    142
              0.452458                  1.22881                             1.62969                           1.44237                                     0.921458                  172                           260                           219                                    104
              0.319249                  1.36664                             2.12037                           1.56628                                     0.694143                  328                           564                           391                                    117
              0.346081                  1.07111                             1.73258                           1.22876                                     0.88594                   209                           401                           255                                    156
              0.518304                  1.20081                             1.9585                            1.42045                                     0.921734                  132                           278                           174                                     78
              0.320197                  1.03634                             1.84329                           1.22831                                     0.922278                  224                           476                           284                                    188
              0.438269                  0.970819                            1.7912                            1.41587                                     1.04404                   122                           309                           223                                    138
              0.628184                  1.22967                             1.88538                           1.08392                                     0.716792                   96                           200                            73                                     14
              0.303417                  1.00424                             1.58835                           1.05633                                     0.741418                  231                           423                           248                                    144
              0.503166                  1.08945                             1.67602                           1.08112                                     0.66569                   117                           233                           115                                     32
              0.332557                  1.13301                             1.84218                           1.19078                                     0.652442                  241                           454                           258                                     96
              0.433754                  1.22886                             1.84374                           1.22785                                     0.921922                  183                           325                           183                                    113
              0.454585                  1.22837                             1.84363                           1.22841                                     0.921491                  170                           306                           170                                    103
              0.306349                  1.1326                              1.72982                           1.00102                                     0.662439                  270                           465                           227                                    116
              0.322882                  1.29215                             1.84254                           1.22876                                     0.921491                  300                           471                           281                                    185
              0.357876                  1.22905                             1.8434                            1.53607                                     0.671681                  243                           415                           329                                     88
              0.385756                  0.921557                            1.53635                           1.22905                                     0.73208                   139                           298                           219                                     90
              0.319583                  1.05541                             1.60284                           1.01533                                     0.676592                  230                           402                           218                                    112
              0.297316                  1.33754                             1.82585                           1.13901                                     0.885204                  350                           514                           283                                    198
              0.584323                  4.91577                             1.6818                            1.10411                                     0.752882                  741                           188                            89                                     29
              0.323801                  0.875573                            2.04709                           1.00741                                     0.83594                   170                           532                           211                                    158
              0.429268                  0.921123                            1.84352                           1.22892                                     0.921441                  115                           329                           186                                    115
              0.335004                  0.931472                            1.93332                           1.53577                                     0.921455                  178                           477                           358                                    175
              0.462533                  0.966009                            1.60291                           1.11696                                     0.661605                  109                           247                           141                                     43
              0.408724                  1.22966                             1.47351                           1.10734                                     0.798711                  201                           261                           171                                     95
              0.462804                  1.2286                              2.11919                           1.26018                                     0.921417                  165                           358                           172                                     99
              0.474645                  1.22889                             1.84355                           1.22844                                     0.701639                  159                           288                           159                                     48
              0.334544                  1.07516                             1.72724                           1.03896                                     0.920865                  221                           416                           211                                    175
              0.309673                  1.03295                             1.65556                           1.1198                                      0.672305                  234                           435                           262                                    117
              0.378716                  1.18288                             1.88935                           1.22861                                     0.922107                  212                           399                           224                                    143
              0.623629                  1.2287                              1.6344                            1.10324                                     0.74814                    97                           162                            77                                     20
              0.631035                  1.53409                             1.71557                           1.35661                                     0.681502                  143                           172                           115                                      8
              0.392836                  1.2287                              1.84396                           1.12059                                     0.722228                  213                           369                           185                                     84
              0.489186                  0.921407                            1.61275                           1.078                                       0.689068                   88                           230                           120                                     41
              0.301074                  1.03281                             1.89046                           1.2291                                      0.921869                  243                           528                           308                                    206
              0.455031                  1.22972                             1.84431                           1.19378                                     0.727061                  170                           305                           162                                     60
              0.482855                  1.22899                             1.84328                           1.5361                                      0.924849                  155                           282                           218                                     92
              0.467171                  0.930837                            1.83468                           1.15662                                     0.974012                   99                           293                           148                                    108
              0.31561                   0.883024                            1.74511                           1.53552                                     0.921945                  180                           453                           387                                    192
              0.36217                   1.1741                              1.64743                           1.42417                                     0.921489                  224                           355                           293                                    154
              0.401343                  0.961919                            1.80394                           1.04226                                     0.670552                  140                           349                           160                                     67
              0.597246                  1.22919                             1.84324                           1.22848                                     0.712812                  106                           209                           106                                     19
              0.638085                  1.2285                              1.84369                           1.05181                                     0.791407                   93                           189                            65                                     24
              0.373906                  0.927135                            1.62535                           1.21109                                     0.921791                  148                           335                           224                                    147
              0.452637                  0.956587                            1.60634                           1.43252                                     0.891591                  111                           255                           216                                     97
              0.495436                  1.22907                             1.84333                           1.22855                                     0.922131                  148                           272                           148                                     86
              0.443964                  1.22898                             1.72229                           1.00244                                     0.674612                  177                           288                           126                                     52
              0.327399                  1.02612                             1.84332                           1.258                                       0.712595                  213                           463                           284                                    118
              0.493666                  1.37999                             1.75757                           1.31429                                     0.681111                  180                           256                           166                                     38
              0.315455                  1.09868                             1.74959                           1.05617                                     0.693557                  248                           455                           235                                    120
              0.326366                  1.13364                             1.84416                           1.22931                                     0.818866                  247                           465                           277                                    151
              0.343978                  1.1175                              1.84215                           1.08462                                     0.660662                  225                           436                           215                                     92
              0.488099                  1.30527                             1.84355                           1.22839                                     0.921439                  167                           278                           152                                     89
              0.431454                  1.35851                             1.71355                           1.18828                                     0.662815                  215                           297                           175                                     54
              0.370754                  1.32022                             1.62803                           1.14146                                     0.91829                   256                           339                           208                                    148
              0.451578                  1.22963                             1.84344                           1.22947                                     0.92192                   172                           308                           172                                    104
              0.717754                  1.22949                             1.58087                           1.02408                                     0.774713                   71                           120                            43                                      8
              0.457254                  1.13158                             1.6334                            1.22882                                     0.921976                  147                           257                           169                                    102
              0.439464                  1.23091                             1.84153                           1.15362                                     0.700412                  180                           319                           163                                     59
              0.319235                  1.05621                             1.84348                           1.229                                       0.921827                  231                           477                           285                                    189
              0.452051                  1.2284                              1.84402                           1.05156                                     0.792351                  172                           308                           133                                     75
              0.418032                  1.22883                             1.65877                           1.31265                                     0.715729                  194                           297                           214                                     71
              0.613618                  1.22885                             1.84239                           1.2274                                      0.921426                  100                           200                           100                                     50
              0.425156                  1.22916                             2.15036                           1.53557                                     0.921653                  189                           406                           261                                    117
              0.464573                  1.2284                              2.15099                           1.22887                                     0.921382                  164                           363                           165                                     98
              0.434966                  1.22955                             1.84212                           1.06654                                     0.776705                  183                           324                           145                                     79
              0.372977                  1.01499                             1.84329                           1.22884                                     0.921658                  172                           394                           229                                    147
              0.447179                  1.22968                             1.47922                           1.34198                                     0.864714                  175                           231                           200                                     93
              0.329255                  1.22342                             1.82415                           1.24726                                     0.716612                  272                           454                           279                                    118
              0.338658                  1.05366                             1.70128                           1.16743                                     0.705811                  211                           402                           245                                    108
              0.379764                  1.53601                             1.84333                           1.22864                                     0.921735                  304                           385                           224                                    143
              0.299127                  1.3461                              1.59412                           1.32245                                     0.663669                  350                           433                           342                                    122
              0.336524                  1.37627                             1.8431                            1.22856                                     0.923941                  309                           448                           265                                    175
