0.820769	1.22919 	1.73881	 50	112
0.351242	1.28403 	1.84291	266	425
0.615013	1.22839 	1.5367 	100	150
0.587991	1.23    	1.6025 	109	173
0.584552	1.22843 	1.58687	110	171
0.337227	1.09621 	1.52939	225	354
0.403965	1.22892 	1.84253	204	356
0.619695	1.22841 	1.67625	 98	170
0.311249	1.10766 	1.84302	256	492
0.343   	1.22893 	1.71421	258	400
0.441726	1.22894 	1.53554	178	248
0.303252	0.944107	1.84512	211	508
0.602655	1.22598 	1.53666	103	155
0.518954	1.01308 	1.53634	 95	196
0.334844	0.928185	1.53559	177	359
0.617313	0.920221	1.74342	 49	182
0.378694	1.23031 	1.84216	225	386
0.337839	0.912748	1.85393	170	449
0.501299	1.22734 	1.84401	145	268
0.609995	0.922791	1.84241	 51	202
0.317978	1.05528 	1.7104 	232	438
0.62319 	0.922872	1.8418 	 48	196
0.967185	1.22935 	1.53616	 27	 59
0.33379 	1.22895 	1.53618	268	360
0.280662	1.29944 	1.53564	363	447
0.341202	1.08778 	1.67699	219	391
0.50965 	1.22848 	1.75037	141	243
0.314764	1.06342 	1.84181	238	485
0.347605	1.23068 	1.84164	254	430
0.622082	1.23007 	1.74241	 98	180
0.437418	1.22885 	1.53642	181	251
0.297951	0.967392	1.84413	225	519
0.647081	1.22842 	1.53672	 90	137
0.35553 	1.22992 	1.76969	246	398
0.427   	1.22861 	1.84389	188	332
0.339632	1.22886 	1.84354	262	443
0.647076	1.22994 	1.84229	 90	185
0.361221	1.22843 	1.54591	240	328
0.299238	1.13041 	1.54077	278	415
0.460742	0.967466	1.79775	110	290
0.320457	0.949227	1.49609	196	367
0.32298 	1.26449 	1.53663	292	376
0.624926	1.04977 	1.71475	 68	174
0.403873	1.19586 	1.53694	196	281
0.346293	1.22889 	1.54718	255	347
0.325746	1.2294  	1.843  	277	466
0.351608	1.11074 	1.92914	216	449
0.379877	1.22929 	1.53979	224	305
0.305354	1.0755  	1.72046	252	463
0.668202	1.22888 	1.67429	 84	151
0.49552 	1.19303 	1.57206	141	217
0.290439	1.28131 	1.57071	341	441
0.366558	1.17167 	1.68997	220	361
0.459365	1.26143 	1.8435 	175	301
0.360014	1.22861 	1.84374	241	412
0.408527	1.22887 	1.84369	201	351
0.645785	0.921448	1.8431 	 43	185
0.330252	1.22812 	1.49533	272	353
0.62728 	1.22969 	1.53696	 96	145
0.296866	1.24377 	1.42237	319	379
0.461093	1.21632 	1.8558 	164	302
0.336261	1.22871 	1.84343	265	448
0.356002	1.22814 	1.84478	245	418
0.615157	0.921943	1.53622	 50	150
0.315059	1.26176 	1.84307	300	485
0.363966	1.22904 	1.84282	238	406
0.359255	1.22965 	1.84213	242	413
0.334403	1.13207 	1.94223	239	481
0.656774	1.22923 	1.83374	 87	179
0.340156	1.23146 	1.84101	262	441
0.362627	1.19096 	1.88111	228	419
0.602252	1.01183 	1.57102	 68	161
0.316064	1.03446 	1.62914	227	415
0.380495	1.04752 	1.72978	175	355
0.574547	1.2234  	1.84687	113	221
0.515741	0.925014	1.53227	 79	197
0.319151	1.24657 	1.84478	291	478
0.321212	1.22771 	1.84386	282	474
0.631802	1.14392 	1.62114	 81	157
0.345639	1.22952 	2.15037	256	522
0.35213 	1.2283  	1.84195	249	423
0.334697	1.22892 	1.53656	267	359
0.336436	1.22929 	1.84324	265	448
0.377439	1.21751 	1.84318	223	388
0.355614	1.229   	1.84305	246	418
0.552408	1.32261 	1.65339	139	199
0.531449	1.22925 	1.53598	131	189
0.326551	1.23426 	1.83849	278	463
0.62725 	1.22903 	1.84322	 96	194
0.347402	1.22845 	1.84344	254	431
0.360077	1.22874 	1.53573	241	327
0.63847 	1.22873 	1.53609	 92	141
0.337115	1.22833 	1.57662	264	368
0.620011	0.971146	1.79373	 57	189
0.328794	1.22985 	1.84249	274	460
0.342885	1.22997 	1.84271	259	437
0.357645	1.22889 	1.84318	244	415
0.348398	1.22934 	1.84281	253	429
0.591672	1.23012 	1.84159	108	211
0.502608	1.22884 	1.84318	144	267
0.351446	1.0804  	1.67758	207	377
0.347257	0.923789	1.53482	166	342
0.329359	1.12225 	1.4769 	241	348
0.425152	1.3194  	1.53664	210	261
0.531753	1.13916 	1.53142	114	188
0.305831	1.0366  	1.53614	239	402
0.351581	0.922285	1.84332	162	424
0.34224 	1.22879 	1.84355	259	439
0.336657	1.2505  	1.71268	271	409
0.519626	0.96429 	1.55003	 86	198
0.570123	1.22916 	1.84339	116	223
0.334897	1.2293  	1.84272	267	450
0.328712	1.22917 	1.53613	274	367
0.348289	1.08648 	1.67803	212	382
0.336937	1.06047 	1.70416	215	406
0.636518	0.921466	1.84384	 45	190
0.353877	0.92074 	1.84358	160	421
0.644713	1.22959 	1.53564	 91	138
0.335478	1.22886 	1.80422	266	438
0.368494	1.22926 	1.84228	234	400
0.655653	1.03766 	1.72733	 58	163
0.568254	1.22894 	1.84313	116	224
0.346469	0.921302	1.84362	166	432
0.63336 	1.22804 	1.84339	 94	191
0.51277 	1.04944 	1.84265	105	259
0.654213	1.22894 	1.84335	 88	182
0.577436	1.3012  	1.84323	125	219
0.327394	1.22897 	1.84472	275	463
0.651385	1.22998 	1.84077	 89	183
0.311329	0.958658	1.53546	208	393
0.332007	1.22803 	1.84383	270	455
0.344326	1.23092 	1.84174	257	435
0.350442	1.08739 	1.98528	210	467
0.505729	1.22863 	1.84365	143	265
0.35845 	0.931859	1.83432	160	412
0.297463	1.09306 	1.71937	267	478
0.336195	1.22921 	1.84283	266	448
0.561327	0.966473	1.59145	 72	184
0.292685	1.07449 	1.68747	267	477
0.343991	0.921392	1.53603	168	347
0.334534	1.00315 	1.56596	200	368
0.507059	1.22992 	1.84283	143	263
0.336024	1.22921 	1.54953	266	361
0.284031	0.956399	1.67829	237	491
0.303357	1.11238 	1.84287	267	507
0.634184	1.22829 	1.84337	 94	191
0.327334	1.22924 	1.84288	276	463
0.49136 	1.37193 	1.53567	179	213
0.622505	1.23075 	1.53515	 98	147
0.364958	1.07348 	1.68608	194	362
0.333183	0.970122	1.60659	191	382
0.546866	1.21358 	1.55193	122	184
0.362539	0.942622	1.51518	160	318
0.341176	1.22881 	1.53592	260	350
0.351784	1.53621 	1.53633	337	337
0.367065	0.923081	1.7864 	151	387
0.39594 	1.04451 	1.64581	164	316
0.352508	1.06697 	1.75626	203	398
0.293665	1.28203 	1.7338 	337	490
0.409955	1.22926 	1.8428 	200	350
0.345299	1.22923 	1.8422 	256	434
0.37706 	1.0439  	1.72237	177	357
0.533813	1.22887 	1.8434 	130	245
0.348696	1.07254 	1.45489	208	317
0.561783	0.955805	1.80914	 70	222
0.362401	0.919895	1.537  	154	324
0.331091	1.25536 	1.79373	279	442
0.337316	0.972513	1.5354 	188	355
0.626877	1.22946 	1.4766 	 96	136
0.371854	0.942616	1.84345	153	396
0.340945	0.9302  	1.83474	173	438
0.30074 	0.963635	1.49254	220	396
0.392142	0.954869	1.59002	144	305
0.529126	0.923397	1.76614	 75	234
0.444272	0.921616	1.58486	107	257
0.319968	1.2294  	1.57362	284	392
0.471876	0.929711	1.47704	 97	213
0.535156	0.903026	1.68678	 69	215
0.382551	1.37001 	1.84324	258	382
0.566447	1.22884 	1.8434 	117	225
0.654393	1.22921 	1.78654	 88	173
0.289584	1.35057 	1.84295	366	536
0.639755	1.22802 	1.84299	 92	188
0.637349	1.22867 	1.53569	 93	141
0.661653	1.22915 	1.84248	 86	178
0.343661	0.923709	1.75083	169	409
0.450105	1.22855 	1.54261	173	243
0.337376	1.22879 	1.72794	264	412
0.446511	1.22894 	1.84343	175	313
0.32059 	1.24639 	1.84284	289	475
0.305837	1.59419 	2.15083	421	603
0.340756	1.22881 	1.84334	261	441
0.625748	1.08126 	1.68373	 73	169
0.366148	0.948956	1.81664	159	396
0.467171	1.4105  	1.84326	202	295
0.657008	1.05038 	1.62216	 60	147
0.453917	1.22912 	2.15181	171	374
0.295084	1.11065 	1.69149	276	473
0.308147	1.26302 	1.53511	310	398
0.358361	1.23396 	1.62917	244	355
